date,DBC,EEM,EFA,FXE,FXY,GLD,IEF,IWM,QQQ,SHY,SPY,TLT,UUP
2010-08-19,-0.060045016998363725,0.0,0.0,-0.1888669640441681,0.11304494375041262,0.1888669640441681,0.17627583310789022,0.0,0.0,0.17627583310789022,0.0,0.17627583310789022,0.1888669640441681
2010-08-20,-0.060045016998363725,0.0,0.0,-0.1888669640441681,0.11304494375041262,0.1888669640441681,0.17627583310789022,0.0,0.0,0.17627583310789022,0.0,0.17627583310789022,0.1888669640441681
2010-08-23,-0.060045016998363725,0.0,0.0,-0.1888669640441681,0.11304494375041262,0.1888669640441681,0.17627583310789022,0.0,0.0,0.17627583310789022,0.0,0.17627583310789022,0.1888669640441681
2010-08-24,-0.060045016998363725,0.0,0.0,-0.1888669640441681,0.11304494375041262,0.1888669640441681,0.17627583310789022,0.0,0.0,0.17627583310789022,0.0,0.17627583310789022,0.1888669640441681
2010-08-25,-0.060045016998363725,0.0,0.0,-0.1888669640441681,0.11304494375041262,0.1888669640441681,0.17627583310789022,0.0,0.0,0.17627583310789022,0.0,0.17627583310789022,0.1888669640441681
2010-08-26,-0.060045016998363725,0.0,0.0,-0.1888669640441681,0.11304494375041262,0.1888669640441681,0.17627583310789022,0.0,0.0,0.17627583310789022,0.0,0.17627583310789022,0.1888669640441681
2010-08-27,-0.060045016998363725,0.0,0.0,-0.1888669640441681,0.11304494375041262,0.1888669640441681,0.17627583310789022,0.0,0.0,0.17627583310789022,0.0,0.17627583310789022,0.1888669640441681
2010-08-30,-0.060045016998363725,0.0,0.0,-0.1888669640441681,0.11304494375041262,0.1888669640441681,0.17627583310789022,0.0,0.0,0.17627583310789022,0.0,0.17627583310789022,0.1888669640441681
2010-08-31,-0.04984512536461899,0.012907594286301716,0.0,-0.15678399258797926,0.1363096008738717,0.1992516782663041,0.18596823304855048,0.0,0.0,0.18596823304855048,0.0,0.18596823304855048,0.15678399258797926
2010-09-01,-0.039645233730874266,0.025815188572603433,0.0,-0.12470102113179043,0.1595742579973308,0.2096363924884401,0.19566063298921074,0.0,0.0,0.19566063298921074,0.0,0.19566063298921074,0.12470102113179043
2010-09-02,-0.029445342097129536,0.03872278285890515,0.0,-0.0926180496756016,0.1828389151207899,0.2200211067105761,0.205353032929871,0.0,0.0,0.205353032929871,0.0,0.205353032929871,0.0926180496756016
2010-09-03,-0.019245450463384807,0.051630377145206865,0.0,-0.060535078219412765,0.206103572244249,0.23040582093271209,0.21504543287053127,0.0,0.0,0.21504543287053127,0.0,0.21504543287053127,0.060535078219412765
2010-09-07,-0.009045558829640081,0.06453797143150858,0.0,-0.028452106763223933,0.2293682293677081,0.24079053515484808,0.22473783281119153,0.0,0.0,0.22473783281119153,0.0,0.22473783281119153,0.028452106763223933
2010-09-08,0.0,0.07598479926638461,0.0,0.0,0.25,0.25,0.2333333333333333,0.0,0.0,0.2333333333333333,0.0,0.2333333333333333,0.0
2010-09-09,0.0,0.07598479926638461,0.0,0.0,0.25,0.25,0.2333333333333333,0.0,0.0,0.2333333333333333,0.0,0.2333333333333333,0.0
2010-09-10,0.0,0.07598479926638461,0.0,0.0,0.25,0.25,0.2333333333333333,0.0,0.0,0.2333333333333333,0.0,0.2333333333333333,0.0
2010-09-13,0.0,0.07598479926638461,0.0,0.0,0.25,0.25,0.2333333333333333,0.0,0.0,0.2333333333333333,0.0,0.2333333333333333,0.0
2010-09-14,0.0,0.07598479926638461,0.0,0.0,0.25,0.25,0.2333333333333333,0.0,0.0,0.2333333333333333,0.0,0.2333333333333333,0.0
2010-09-15,0.0,0.07598479926638461,0.0,0.0,0.25,0.25,0.2333333333333333,0.0,0.0,0.2333333333333333,0.0,0.2333333333333333,0.0
2010-09-16,0.0,0.07598479926638461,0.0,0.0,0.25,0.25,0.2333333333333333,0.0,0.0,0.2333333333333333,0.0,0.2333333333333333,0.0
2010-09-17,0.0,0.07598479926638461,0.0,0.0,0.25,0.25,0.2333333333333333,0.0,0.0,0.2333333333333333,0.0,0.2333333333333333,0.0
2010-09-20,0.0,0.07598479926638461,0.0,0.0,0.25,0.25,0.2333333333333333,0.0,0.0,0.2333333333333333,0.0,0.2333333333333333,0.0
2010-09-21,0.0,0.07598479926638461,0.0,0.0,0.25,0.25,0.2333333333333333,0.0,0.0,0.2333333333333333,0.0,0.2333333333333333,0.0
2010-09-22,0.0,0.07598479926638461,0.0,0.0,0.25,0.25,0.2333333333333333,0.0,0.0,0.2333333333333333,0.0,0.2333333333333333,0.0
2010-09-23,0.0,0.07598479926638461,0.0,0.0,0.25,0.25,0.2333333333333333,0.0,0.0,0.2333333333333333,0.0,0.2333333333333333,0.0
2010-09-24,0.0,0.07598479926638461,0.0,0.0,0.25,0.25,0.2333333333333333,0.0,0.0,0.2333333333333333,0.0,0.2333333333333333,0.0
2010-09-27,0.0,0.07598479926638461,0.0,0.0,0.25,0.25,0.2333333333333333,0.0,0.0,0.2333333333333333,0.0,0.2333333333333333,0.0
2010-09-28,0.0,0.07598479926638461,0.0,0.0,0.25,0.25,0.2333333333333333,0.0,0.0,0.2333333333333333,0.0,0.2333333333333333,0.0
2010-09-29,0.0,0.07598479926638461,0.0,0.0,0.25,0.25,0.2333333333333333,0.0,0.0,0.2333333333333333,0.0,0.2333333333333333,0.0
2010-09-30,0.03760408563226217,0.08967957417997013,0.0,0.0,0.25,0.25,0.2333333333333333,0.0,0.03732681712562238,0.2333333333333333,0.0,0.2333333333333333,-0.06137432232852992
2010-10-01,0.07520817126452434,0.10337434909355565,0.0,0.0,0.25,0.25,0.2333333333333333,0.0,0.07465363425124476,0.2333333333333333,0.0,0.2333333333333333,-0.12274864465705984
2010-10-04,0.1128122568967865,0.11706912400714117,0.0,0.0,0.25,0.25,0.2333333333333333,0.0,0.11198045137686714,0.2333333333333333,0.0,0.2333333333333333,-0.18412296698558978
2010-10-05,0.14020993239406643,0.12704689617689713,0.0,0.0,0.25,0.25,0.2333333333333333,0.0,0.13917611391617168,0.2333333333333333,0.0,0.2333333333333333,-0.22883921892338135
2010-10-06,0.14020993239406643,0.12704689617689713,0.0,0.0,0.25,0.25,0.2333333333333333,0.0,0.13917611391617168,0.2333333333333333,0.0,0.2333333333333333,-0.22883921892338135
2010-10-07,0.14020993239406643,0.12704689617689713,0.0,0.0,0.25,0.25,0.2333333333333333,0.0,0.13917611391617168,0.2333333333333333,0.0,0.2333333333333333,-0.22883921892338135
2010-10-08,0.14020993239406643,0.12704689617689713,0.0,0.0,0.25,0.25,0.2333333333333333,0.0,0.13917611391617168,0.2333333333333333,0.0,0.2333333333333333,-0.22883921892338135
2010-10-11,0.14020993239406643,0.12704689617689713,0.0,0.0,0.25,0.25,0.2333333333333333,0.0,0.13917611391617168,0.2333333333333333,0.0,0.2333333333333333,-0.22883921892338135
2010-10-12,0.14020993239406643,0.12704689617689713,0.0,0.0,0.25,0.25,0.2333333333333333,0.0,0.13917611391617168,0.2333333333333333,0.0,0.2333333333333333,-0.22883921892338135
2010-10-13,0.14020993239406643,0.12704689617689713,0.0,0.0,0.25,0.25,0.2333333333333333,0.0,0.13917611391617168,0.2333333333333333,0.0,0.2333333333333333,-0.22883921892338135
2010-10-14,0.14020993239406643,0.12704689617689713,0.0,0.0,0.25,0.25,0.2333333333333333,0.0,0.13917611391617168,0.2333333333333333,0.0,0.2333333333333333,-0.22883921892338135
2010-10-15,0.14020993239406643,0.12704689617689713,0.0,0.0,0.25,0.25,0.2333333333333333,0.0,0.13917611391617168,0.2333333333333333,0.0,0.2333333333333333,-0.22883921892338135
2010-10-18,0.14020993239406643,0.12704689617689713,0.0,0.0,0.25,0.25,0.2333333333333333,0.0,0.13917611391617168,0.2333333333333333,0.0,0.2333333333333333,-0.22883921892338135
2010-10-19,0.14020993239406643,0.12704689617689713,0.0,0.0,0.25,0.25,0.2333333333333333,0.0,0.13917611391617168,0.2333333333333333,0.0,0.2333333333333333,-0.22883921892338135
2010-10-20,0.14020993239406643,0.12704689617689713,0.0,0.0,0.25,0.25,0.2333333333333333,0.0,0.13917611391617168,0.2333333333333333,0.0,0.2333333333333333,-0.22883921892338135
2010-10-21,0.14020993239406643,0.12704689617689713,0.0,0.0,0.25,0.25,0.2333333333333333,0.0,0.13917611391617168,0.2333333333333333,0.0,0.2333333333333333,-0.22883921892338135
2010-10-22,0.14020993239406643,0.12704689617689713,0.0,0.0,0.25,0.25,0.2333333333333333,0.0,0.13917611391617168,0.2333333333333333,0.0,0.2333333333333333,-0.22883921892338135
2010-10-25,0.14020993239406643,0.12704689617689713,0.0,0.0,0.25,0.25,0.2333333333333333,0.0,0.13917611391617168,0.2333333333333333,0.0,0.2333333333333333,-0.22883921892338135
2010-10-26,0.14020993239406643,0.12704689617689713,0.0,0.0,0.25,0.25,0.2333333333333333,0.0,0.13917611391617168,0.2333333333333333,0.0,0.2333333333333333,-0.22883921892338135
2010-10-27,0.14020993239406643,0.12704689617689713,0.0,0.0,0.25,0.25,0.2333333333333333,0.0,0.13917611391617168,0.2333333333333333,0.0,0.2333333333333333,-0.22883921892338135
2010-10-28,0.14020993239406643,0.12704689617689713,0.0,0.0,0.25,0.25,0.2333333333333333,0.0,0.13917611391617168,0.2333333333333333,0.0,0.2333333333333333,-0.22883921892338135
2010-10-29,0.14020993239406643,0.12704689617689713,0.0,0.0,0.25,0.25,0.2333333333333333,0.0,0.13917611391617168,0.2333333333333333,0.0,0.2333333333333333,-0.22883921892338135
2010-11-01,0.14020993239406643,0.12704689617689713,0.0,0.0,0.25,0.25,0.2333333333333333,0.0,0.13917611391617168,0.2333333333333333,0.0,0.2333333333333333,-0.22883921892338135
2010-11-02,0.14020993239406643,0.12704689617689713,0.0,0.0,0.25,0.25,0.2333333333333333,0.0,0.13917611391617168,0.2333333333333333,0.0,0.2333333333333333,-0.22883921892338135
2010-11-03,0.14020993239406643,0.12704689617689713,0.0,0.0,0.25,0.25,0.2333333333333333,0.0,0.13917611391617168,0.2333333333333333,0.0,0.2333333333333333,-0.22883921892338135
2010-11-04,0.14020993239406643,0.12704689617689713,0.0,0.0,0.25,0.25,0.2333333333333333,0.0,0.13917611391617168,0.2333333333333333,0.0,0.2333333333333333,-0.22883921892338135
2010-11-05,0.14020993239406643,0.12704689617689713,0.0,0.0,0.25,0.25,0.2333333333333333,0.0,0.13917611391617168,0.2333333333333333,0.0,0.2333333333333333,-0.22883921892338135
2010-11-08,0.14020993239406643,0.12704689617689713,0.0,0.0,0.25,0.25,0.2333333333333333,0.0,0.13917611391617168,0.2333333333333333,0.0,0.2333333333333333,-0.22883921892338135
2010-11-09,0.14020993239406643,0.12704689617689713,0.0,0.0,0.25,0.25,0.2333333333333333,0.0,0.13917611391617168,0.2333333333333333,0.0,0.2333333333333333,-0.22883921892338135
2010-11-10,0.14020993239406643,0.12704689617689713,0.0,0.0,0.25,0.25,0.2333333333333333,0.0,0.13917611391617168,0.2333333333333333,0.0,0.2333333333333333,-0.22883921892338135
2010-11-11,0.14020993239406643,0.12704689617689713,0.0,0.0,0.25,0.25,0.2333333333333333,0.0,0.13917611391617168,0.2333333333333333,0.0,0.2333333333333333,-0.22883921892338135
2010-11-12,0.14020993239406643,0.12704689617689713,0.0,0.0,0.25,0.25,0.2333333333333333,0.0,0.13917611391617168,0.2333333333333333,0.0,0.2333333333333333,-0.22883921892338135
2010-11-15,0.14020993239406643,0.12704689617689713,0.0,0.0,0.25,0.25,0.2333333333333333,0.0,0.13917611391617168,0.2333333333333333,0.0,0.2333333333333333,-0.22883921892338135
2010-11-16,0.14020993239406643,0.12704689617689713,0.0,0.0,0.25,0.25,0.2333333333333333,0.0,0.13917611391617168,0.2333333333333333,0.0,0.2333333333333333,-0.22883921892338135
2010-11-17,0.14020993239406643,0.12704689617689713,0.0,0.0,0.25,0.25,0.2333333333333333,0.0,0.13917611391617168,0.2333333333333333,0.0,0.2333333333333333,-0.22883921892338135
2010-11-18,0.14020993239406643,0.12704689617689713,0.0,0.0,0.25,0.25,0.2333333333333333,0.0,0.13917611391617168,0.2333333333333333,0.0,0.2333333333333333,-0.22883921892338135
2010-11-19,0.14020993239406643,0.12704689617689713,0.0,0.0,0.25,0.25,0.2333333333333333,0.0,0.13917611391617168,0.2333333333333333,0.0,0.2333333333333333,-0.22883921892338135
2010-11-22,0.14020993239406643,0.12704689617689713,0.0,0.0,0.25,0.25,0.2333333333333333,0.0,0.13917611391617168,0.2333333333333333,0.0,0.2333333333333333,-0.22883921892338135
2010-11-23,0.14020993239406643,0.12704689617689713,0.0,0.0,0.25,0.25,0.2333333333333333,0.0,0.13917611391617168,0.2333333333333333,0.0,0.2333333333333333,-0.22883921892338135
2010-11-24,0.14020993239406643,0.12704689617689713,0.0,0.0,0.25,0.25,0.2333333333333333,0.0,0.13917611391617168,0.2333333333333333,0.0,0.2333333333333333,-0.22883921892338135
2010-11-26,0.14020993239406643,0.12704689617689713,0.0,0.0,0.25,0.25,0.2333333333333333,0.0,0.13917611391617168,0.2333333333333333,0.0,0.2333333333333333,-0.22883921892338135
2010-11-29,0.14020993239406643,0.12704689617689713,0.0,0.0,0.25,0.25,0.2333333333333333,0.0,0.13917611391617168,0.2333333333333333,0.0,0.2333333333333333,-0.22883921892338135
2010-11-30,0.13904651397970574,0.12087645353299199,0.013695948185615722,0.0,0.2374706013856114,0.2374706013856114,0.22345147457606615,0.015478123043081821,0.1335321683974842,0.22345147457606615,0.01646451300645276,0.19626777533363327,-0.21934368247849648
2010-12-01,0.13788309556534506,0.11470601088908684,0.027391896371231447,0.0,0.22494120277122281,0.22494120277122281,0.21356961581879902,0.03095624608616364,0.1278882228787967,0.21356961581879902,0.03292902601290552,0.1592022173339332,-0.2098481460336116
2010-12-02,0.1367196771509844,0.10853556824518171,0.04108784455684717,0.0,0.21241180415683425,0.21241180415683425,0.20368775706153186,0.04643436912924546,0.12224427736010922,0.20368775706153186,0.04939353901935828,0.12213665933423315,-0.20035260958872672
2010-12-03,0.13555625873662372,0.10236512560127656,0.054783792742462895,0.0,0.19988240554244566,0.19988240554244566,0.19380589830426473,0.06191249217232728,0.11660033184142173,0.19380589830426473,0.06585805202581103,0.08507110133453309,-0.19085707314384184
2010-12-06,0.13439284032226306,0.09619468295737142,0.06847974092807861,0.0,0.18735300692805706,0.18735300692805706,0.18392403954699757,0.0773906152154091,0.11095638632273425,0.18392403954699757,0.08232256503226379,0.04800554333483304,-0.18136153669895694
2010-12-07,0.13322942190790238,0.09002424031346627,0.08217568911369434,0.0,0.1748236083136685,0.1748236083136685,0.17404218078973044,0.09286873825849093,0.10531244080404675,0.17404218078973044,0.09878707803871656,0.010939985335132976,-0.17186600025407206
2010-12-08,0.1328860362669299,0.08820301986843351,0.08621807995811626,0.0,0.17112552727842398,0.17112552727842398,0.17112552727842398,0.09743714214190391,0.10364661720556673,0.17112552727842398,0.10364661720556673,0.0,-0.16906337066848476
2010-12-09,0.1328860362669299,0.08820301986843351,0.08621807995811626,0.0,0.17112552727842398,0.17112552727842398,0.17112552727842398,0.09743714214190391,0.10364661720556673,0.17112552727842398,0.10364661720556673,0.0,-0.16906337066848476
2010-12-10,0.1328860362669299,0.08820301986843351,0.08621807995811626,0.0,0.17112552727842398,0.17112552727842398,0.17112552727842398,0.09743714214190391,0.10364661720556673,0.17112552727842398,0.10364661720556673,0.0,-0.16906337066848476
2010-12-13,0.1328860362669299,0.08820301986843351,0.08621807995811626,0.0,0.17112552727842398,0.17112552727842398,0.17112552727842398,0.09743714214190391,0.10364661720556673,0.17112552727842398,0.10364661720556673,0.0,-0.16906337066848476
2010-12-14,0.1328860362669299,0.08820301986843351,0.08621807995811626,0.0,0.17112552727842398,0.17112552727842398,0.17112552727842398,0.09743714214190391,0.10364661720556673,0.17112552727842398,0.10364661720556673,0.0,-0.16906337066848476
2010-12-15,0.1328860362669299,0.08820301986843351,0.08621807995811626,0.0,0.17112552727842398,0.17112552727842398,0.17112552727842398,0.09743714214190391,0.10364661720556673,0.17112552727842398,0.10364661720556673,0.0,-0.16906337066848476
2010-12-16,0.1328860362669299,0.08820301986843351,0.08621807995811626,0.0,0.17112552727842398,0.17112552727842398,0.17112552727842398,0.09743714214190391,0.10364661720556673,0.17112552727842398,0.10364661720556673,0.0,-0.16906337066848476
2010-12-17,0.1328860362669299,0.08820301986843351,0.08621807995811626,0.0,0.17112552727842398,0.17112552727842398,0.17112552727842398,0.09743714214190391,0.10364661720556673,0.17112552727842398,0.10364661720556673,0.0,-0.16906337066848476
2010-12-20,0.1328860362669299,0.08820301986843351,0.08621807995811626,0.0,0.17112552727842398,0.17112552727842398,0.17112552727842398,0.09743714214190391,0.10364661720556673,0.17112552727842398,0.10364661720556673,0.0,-0.16906337066848476
2010-12-21,0.1328860362669299,0.08820301986843351,0.08621807995811626,0.0,0.17112552727842398,0.17112552727842398,0.17112552727842398,0.09743714214190391,0.10364661720556673,0.17112552727842398,0.10364661720556673,0.0,-0.16906337066848476
2010-12-22,0.1328860362669299,0.08820301986843351,0.08621807995811626,0.0,0.17112552727842398,0.17112552727842398,0.17112552727842398,0.09743714214190391,0.10364661720556673,0.17112552727842398,0.10364661720556673,0.0,-0.16906337066848476
2010-12-23,0.1328860362669299,0.08820301986843351,0.08621807995811626,0.0,0.17112552727842398,0.17112552727842398,0.17112552727842398,0.09743714214190391,0.10364661720556673,0.17112552727842398,0.10364661720556673,0.0,-0.16906337066848476
2010-12-27,0.1328860362669299,0.08820301986843351,0.08621807995811626,0.0,0.17112552727842398,0.17112552727842398,0.17112552727842398,0.09743714214190391,0.10364661720556673,0.17112552727842398,0.10364661720556673,0.0,-0.16906337066848476
2010-12-28,0.1328860362669299,0.08820301986843351,0.08621807995811626,0.0,0.17112552727842398,0.17112552727842398,0.17112552727842398,0.09743714214190391,0.10364661720556673,0.17112552727842398,0.10364661720556673,0.0,-0.16906337066848476
2010-12-29,0.1328860362669299,0.08820301986843351,0.08621807995811626,0.0,0.17112552727842398,0.17112552727842398,0.17112552727842398,0.09743714214190391,0.10364661720556673,0.17112552727842398,0.10364661720556673,0.0,-0.16906337066848476
2010-12-30,0.1328860362669299,0.08820301986843351,0.08621807995811626,0.0,0.17112552727842398,0.17112552727842398,0.17112552727842398,0.09743714214190391,0.10364661720556673,0.17112552727842398,0.10364661720556673,0.0,-0.16906337066848476
2010-12-31,0.14432272605026444,0.083370666633179,0.08046078579912883,0.0,0.17272366153586566,0.17272366153586566,0.11674042372402064,0.103774231496505,0.10801028418580552,0.17272366153586566,0.10801028418580552,0.0,-0.11533363748786832
2011-01-03,0.15575941583359898,0.0785383133979245,0.0747034916401414,0.0,0.17432179579330737,0.17432179579330737,0.0623553201696173,0.11011132085110609,0.1123739511660443,0.17432179579330737,0.1123739511660443,0.0,-0.06160390430725188
2011-01-04,0.16719610561693352,0.07370596016266999,0.06894619748115396,0.0,0.17591993005074905,0.17591993005074905,0.007970216615213944,0.11644841020570718,0.1167376181462831,0.17591993005074905,0.1167376181462831,0.0,-0.007874171126635438
2011-01-05,0.16887216926261542,0.07299777171530075,0.06810245758611573,0.0,0.1761541389678887,0.1761541389678887,0.0,0.11737711993622395,0.11737711993622395,0.1761541389678887,0.11737711993622395,0.0,0.0
2011-01-06,0.16887216926261542,0.07299777171530075,0.06810245758611573,0.0,0.1761541389678887,0.1761541389678887,0.0,0.11737711993622395,0.11737711993622395,0.1761541389678887,0.11737711993622395,0.0,0.0
2011-01-07,0.16887216926261542,0.07299777171530075,0.06810245758611573,0.0,0.1761541389678887,0.1761541389678887,0.0,0.11737711993622395,0.11737711993622395,0.1761541389678887,0.11737711993622395,0.0,0.0
2011-01-10,0.16887216926261542,0.07299777171530075,0.06810245758611573,0.0,0.1761541389678887,0.1761541389678887,0.0,0.11737711993622395,0.11737711993622395,0.1761541389678887,0.11737711993622395,0.0,0.0
2011-01-11,0.16887216926261542,0.07299777171530075,0.06810245758611573,0.0,0.1761541389678887,0.1761541389678887,0.0,0.11737711993622395,0.11737711993622395,0.1761541389678887,0.11737711993622395,0.0,0.0
2011-01-12,0.16887216926261542,0.07299777171530075,0.06810245758611573,0.0,0.1761541389678887,0.1761541389678887,0.0,0.11737711993622395,0.11737711993622395,0.1761541389678887,0.11737711993622395,0.0,0.0
2011-01-13,0.16887216926261542,0.07299777171530075,0.06810245758611573,0.0,0.1761541389678887,0.1761541389678887,0.0,0.11737711993622395,0.11737711993622395,0.1761541389678887,0.11737711993622395,0.0,0.0
2011-01-14,0.16887216926261542,0.07299777171530075,0.06810245758611573,0.0,0.1761541389678887,0.1761541389678887,0.0,0.11737711993622395,0.11737711993622395,0.1761541389678887,0.11737711993622395,0.0,0.0
2011-01-18,0.16887216926261542,0.07299777171530075,0.06810245758611573,0.0,0.1761541389678887,0.1761541389678887,0.0,0.11737711993622395,0.11737711993622395,0.1761541389678887,0.11737711993622395,0.0,0.0
2011-01-19,0.16887216926261542,0.07299777171530075,0.06810245758611573,0.0,0.1761541389678887,0.1761541389678887,0.0,0.11737711993622395,0.11737711993622395,0.1761541389678887,0.11737711993622395,0.0,0.0
2011-01-20,0.16887216926261542,0.07299777171530075,0.06810245758611573,0.0,0.1761541389678887,0.1761541389678887,0.0,0.11737711993622395,0.11737711993622395,0.1761541389678887,0.11737711993622395,0.0,0.0
2011-01-21,0.16887216926261542,0.07299777171530075,0.06810245758611573,0.0,0.1761541389678887,0.1761541389678887,0.0,0.11737711993622395,0.11737711993622395,0.1761541389678887,0.11737711993622395,0.0,0.0
2011-01-24,0.16887216926261542,0.07299777171530075,0.06810245758611573,0.0,0.1761541389678887,0.1761541389678887,0.0,0.11737711993622395,0.11737711993622395,0.1761541389678887,0.11737711993622395,0.0,0.0
2011-01-25,0.16887216926261542,0.07299777171530075,0.06810245758611573,0.0,0.1761541389678887,0.1761541389678887,0.0,0.11737711993622395,0.11737711993622395,0.1761541389678887,0.11737711993622395,0.0,0.0
2011-01-26,0.16887216926261542,0.07299777171530075,0.06810245758611573,0.0,0.1761541389678887,0.1761541389678887,0.0,0.11737711993622395,0.11737711993622395,0.1761541389678887,0.11737711993622395,0.0,0.0
2011-01-27,0.16887216926261542,0.07299777171530075,0.06810245758611573,0.0,0.1761541389678887,0.1761541389678887,0.0,0.11737711993622395,0.11737711993622395,0.1761541389678887,0.11737711993622395,0.0,0.0
2011-01-28,0.16887216926261542,0.07299777171530075,0.06810245758611573,0.0,0.1761541389678887,0.1761541389678887,0.0,0.11737711993622395,0.11737711993622395,0.1761541389678887,0.11737711993622395,0.0,0.0
2011-01-31,0.18884855598225772,0.06467090928485511,0.08169046670156103,0.0,0.18884855598225772,0.17553857226188277,0.0,0.12747152692130181,0.12747152692130181,0.18884855598225772,0.12747152692130181,0.0,0.0
2011-02-01,0.18884855598225772,0.06467090928485511,0.08169046670156103,0.0,0.18884855598225772,0.17553857226188277,0.0,0.12747152692130181,0.12747152692130181,0.18884855598225772,0.12747152692130181,0.0,0.0
2011-02-02,0.18884855598225772,0.06467090928485511,0.08169046670156103,0.0,0.18884855598225772,0.17553857226188277,0.0,0.12747152692130181,0.12747152692130181,0.18884855598225772,0.12747152692130181,0.0,0.0
2011-02-03,0.18884855598225772,0.06467090928485511,0.08169046670156103,0.0,0.18884855598225772,0.17553857226188277,0.0,0.12747152692130181,0.12747152692130181,0.18884855598225772,0.12747152692130181,0.0,0.0
2011-02-04,0.18884855598225772,0.06467090928485511,0.08169046670156103,0.0,0.18884855598225772,0.17553857226188277,0.0,0.12747152692130181,0.12747152692130181,0.18884855598225772,0.12747152692130181,0.0,0.0
2011-02-07,0.18884855598225772,0.06467090928485511,0.08169046670156103,0.0,0.18884855598225772,0.17553857226188277,0.0,0.12747152692130181,0.12747152692130181,0.18884855598225772,0.12747152692130181,0.0,0.0
2011-02-08,0.18884855598225772,0.06467090928485511,0.08169046670156103,0.0,0.18884855598225772,0.17553857226188277,0.0,0.12747152692130181,0.12747152692130181,0.18884855598225772,0.12747152692130181,0.0,0.0
2011-02-09,0.18884855598225772,0.06467090928485511,0.08169046670156103,0.0,0.18884855598225772,0.17553857226188277,0.0,0.12747152692130181,0.12747152692130181,0.18884855598225772,0.12747152692130181,0.0,0.0
2011-02-10,0.18884855598225772,0.06467090928485511,0.08169046670156103,0.0,0.18884855598225772,0.17553857226188277,0.0,0.12747152692130181,0.12747152692130181,0.18884855598225772,0.12747152692130181,0.0,0.0
2011-02-11,0.18884855598225772,0.06467090928485511,0.08169046670156103,0.0,0.18884855598225772,0.17553857226188277,0.0,0.12747152692130181,0.12747152692130181,0.18884855598225772,0.12747152692130181,0.0,0.0
2011-02-14,0.18884855598225772,0.06467090928485511,0.08169046670156103,0.0,0.18884855598225772,0.17553857226188277,0.0,0.12747152692130181,0.12747152692130181,0.18884855598225772,0.12747152692130181,0.0,0.0
2011-02-15,0.18884855598225772,0.06467090928485511,0.08169046670156103,0.0,0.18884855598225772,0.17553857226188277,0.0,0.12747152692130181,0.12747152692130181,0.18884855598225772,0.12747152692130181,0.0,0.0
2011-02-16,0.18884855598225772,0.06467090928485511,0.08169046670156103,0.0,0.18884855598225772,0.17553857226188277,0.0,0.12747152692130181,0.12747152692130181,0.18884855598225772,0.12747152692130181,0.0,0.0
2011-02-17,0.18884855598225772,0.06467090928485511,0.08169046670156103,0.0,0.18884855598225772,0.17553857226188277,0.0,0.12747152692130181,0.12747152692130181,0.18884855598225772,0.12747152692130181,0.0,0.0
2011-02-18,0.18884855598225772,0.06467090928485511,0.08169046670156103,0.0,0.18884855598225772,0.17553857226188277,0.0,0.12747152692130181,0.12747152692130181,0.18884855598225772,0.12747152692130181,0.0,0.0
2011-02-22,0.18884855598225772,0.06467090928485511,0.08169046670156103,0.0,0.18884855598225772,0.17553857226188277,0.0,0.12747152692130181,0.12747152692130181,0.18884855598225772,0.12747152692130181,0.0,0.0
2011-02-23,0.18884855598225772,0.06467090928485511,0.08169046670156103,0.0,0.18884855598225772,0.17553857226188277,0.0,0.12747152692130181,0.12747152692130181,0.18884855598225772,0.12747152692130181,0.0,0.0
2011-02-24,0.18884855598225772,0.06467090928485511,0.08169046670156103,0.0,0.18884855598225772,0.17553857226188277,0.0,0.12747152692130181,0.12747152692130181,0.18884855598225772,0.12747152692130181,0.0,0.0
2011-02-25,0.18884855598225772,0.06467090928485511,0.08169046670156103,0.0,0.18884855598225772,0.17553857226188277,0.0,0.12747152692130181,0.12747152692130181,0.18884855598225772,0.12747152692130181,0.0,0.0
2011-02-28,0.19686205687194186,0.06632207286821531,0.09365008898534048,0.0,0.19686205687194186,0.18617367900344828,0.0,0.13041386579596045,0.13041386579596045,0.15165193051046616,0.13041386579596045,-0.018493337154683306,-0.04521012636147571
2011-03-01,0.20487555776162603,0.06797323645157552,0.10560971126911993,0.0,0.20487555776162603,0.1968087857450138,0.0,0.1333562046706191,0.1333562046706191,0.1144553050386746,0.1333562046706191,-0.03698667430936661,-0.09042025272295141
2011-03-02,0.21288905865131016,0.06962440003493574,0.11756933355289938,0.0,0.21288905865131016,0.2074438924865793,0.0,0.13629854354527776,0.13629854354527776,0.07725867956688304,0.13629854354527776,-0.05548001146404992,-0.13563037908442713
2011-03-03,0.22090255954099433,0.07127556361829594,0.12952895583667884,0.0,0.22090255954099433,0.21807899922814478,0.0,0.1392408824199364,0.1392408824199364,0.040062054095091476,0.1392408824199364,-0.07397334861873323,-0.18084050544590285
2011-03-04,0.22891606043067847,0.07292672720165616,0.14148857812045829,0.0,0.22891606043067847,0.22871410596971029,0.0,0.14218322129459507,0.14218322129459507,0.002865428623299908,0.14218322129459507,-0.09246668577341653,-0.22605063180737855
2011-03-07,0.22953337758057837,0.07305392399258814,0.1424098833082578,0.0,0.22953337758057837,0.22953337758057837,0.0,0.1424098833082578,0.1424098833082578,0.0,0.1424098833082578,-0.09389131332904121,-0.22953337758057837
