target_asset_vol,annual_return,annual_vol,sharpe,max_drawdown,calmar,oos_annual_return,oos_sharpe,oos_max_drawdown,annualized_turnover,avg_gross_leverage,max_gross_leverage,avg_cap_hit_rate,max_cap_hit_rate
0.04,0.06749411910936964,0.11127528964350498,0.6065508283609236,-0.24306327249328175,0.27768127375654905,0.08103119398308367,0.663610426856705,-0.24306327249328052,6.582714493376669,1.4350486010297243,2.0,0.06364242193450112,0.22669141914191418
0.06,0.0662952203912266,0.11487689066217897,0.5770979699144402,-0.22757940167015678,0.2913058910635149,0.08229244714019757,0.6604734801769593,-0.22757940167015722,6.812540108166779,1.447994907175681,2.0000000000000004,0.05740670220868241,0.1520214521452145
0.08,0.06509080604597739,0.11625999105100596,0.5598727942222234,-0.21909874480523706,0.29708434023133456,0.0821123547155358,0.6576768126589716,-0.2190987448052375,6.9013055746253995,1.4474711791839334,2.0,0.05780337649149529,0.14748349834983498
0.1,0.06453861137772599,0.11697316959214513,0.551738587598808,-0.21707478047217943,0.29731049934654813,0.08193719959238721,0.6546868414855793,-0.21707478047217987,6.975028368127678,1.4467832735927917,2.0,0.056169078446306156,0.13964521452145215
