target_portfolio_vol,annual_return,annual_vol,sharpe,max_drawdown,calmar,oos_annual_return,oos_sharpe,oos_max_drawdown,annualized_turnover,avg_gross_leverage,max_gross_leverage
0.08,0.05450419380000082,0.09040458877496671,0.6028918945217656,-0.217411075898445,0.25069649085155304,0.06230520839434872,0.6216420119791491,-0.21741107589844466,5.492623382576133,1.1176426677537232,2.0
0.1,0.06213767351212418,0.10465776779934285,0.5937225188220988,-0.2221546720476263,0.27970455421618545,0.07384085763703374,0.6465855443889611,-0.22215467204762573,6.315217309940903,1.3155935358595712,2.0
0.12,0.0662952203912266,0.11487689066217897,0.5770979699144402,-0.22757940167015678,0.2913058910635149,0.08229244714019757,0.6604734801769593,-0.22757940167015722,6.812540108166779,1.447994907175681,2.0000000000000004
0.14,0.07026506157668999,0.12157454050217877,0.5779586851527583,-0.229157276254213,0.30662374210951193,0.08764682214018893,0.6719566254155729,-0.22915727625421278,6.987715037369596,1.527612778141076,2.0
